path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
2023/Henryk 2023-05-21 Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask.m4a,Henryk 2023-05-21 Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask.m4a,Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask,Henryk,2023-05-21,m4a,1112.341333,Henryk 2023-05-21 Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask.docx,Henryk 2023-05-21 Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask.txt,Henryk 2023-05-21 Prosiaczek z Puchatkiem uciekają przed wiatrem do Sowy i w domku Sowy rozlega się trzask.json
2023/Henryk 2023-05-22 Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy.m4a,Henryk 2023-05-22 Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy.m4a,Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy,Henryk,2023-05-22,m4a,1187.793560,Henryk 2023-05-22 Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy.docx,Henryk 2023-05-22 Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy.txt,Henryk 2023-05-22 Tata opowiada o wycieczce Babci i Dziadka a Puchatek z Prosiaczkiem próbują dowiedzieć się co się stało z domem Sowy.json
2023/Henryk 2023-05-23 Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy.m4a,Henryk 2023-05-23 Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy.m4a,Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy,Henryk,2023-05-23,m4a,1038.613333,Henryk 2023-05-23 Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy.docx,Henryk 2023-05-23 Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy.txt,Henryk 2023-05-23 Tata zaczyna kurs opiekuna w żłobku a Puchatek wymyśla jak uratować wszystkich z domku Sowy.json
2023/Henryk 2023-05-25 Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka.m4a,Henryk 2023-05-25 Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka.m4a,Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka,Henryk,2023-05-25,m4a,1125.378322,Henryk 2023-05-25 Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka.docx,Henryk 2023-05-25 Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka.txt,Henryk 2023-05-25 Tatuś opowiada o Olkuszu a Prosiaczek uratował Sowę i Puchatka.json
2023/Henryk 2023-05-27 Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku.m4a,Henryk 2023-05-27 Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku.m4a,Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku,Henryk,2023-05-27,m4a,1154.048000,Henryk 2023-05-27 Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku.docx,Henryk 2023-05-27 Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku.txt,Henryk 2023-05-27 Tatuś opowiada o aparacie fotograficznym a Puchatek wymyśla piosenkę o Prosiaczku.json
2023/Henryk 2023-05-28 Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy.m4a,Henryk 2023-05-28 Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy.m4a,Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy,Henryk,2023-05-28,m4a,1219.968000,Henryk 2023-05-28 Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy.docx,Henryk 2023-05-28 Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy.txt,Henryk 2023-05-28 Tata opowiada o Miesiącach a Królik odwiedza Kłapouchego w sprawie nowego domku dla Sowy.json
2023/Henryk 2023-05-29 Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi.m4a,Henryk 2023-05-29 Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi.m4a,Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi,Henryk,2023-05-29,m4a,1094.229333,Henryk 2023-05-29 Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi.docx,Henryk 2023-05-29 Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi.txt,Henryk 2023-05-29 Tatuś opowiada o prezencie na Dzień Dziecka a Puchatek śpiewa pochwalną pieśń Prosiaczkowi.json
2023/Henryk 2023-05-30 Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom.m4a,Henryk 2023-05-30 Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom.m4a,Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom,Henryk,2023-05-30,m4a,995.050667,Henryk 2023-05-30 Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom.docx,Henryk 2023-05-30 Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom.txt,Henryk 2023-05-30 Tatuś opowiada o Dniu Rodziny a przyjaciele Sowy pomagają opróżnić jej stary dom.json
2023/Henryk 2023-06-01 Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy.m4a,Henryk 2023-06-01 Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy.m4a,Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy,Henryk,2023-06-01,m4a,1027.622313,Henryk 2023-06-01 Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy.docx,Henryk 2023-06-01 Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy.txt,Henryk 2023-06-01 Dzień Dziecka i Kłapouchy znajduje nowy dom dla Sowy.json
2023/Rodzice Henryk 2023-06-02 Życzenia od dziadków na dzien dziecka.m4a,Rodzice Henryk 2023-06-02 Życzenia od dziadków na dzien dziecka.m4a,Życzenia od dziadków na dzien dziecka,Rodzice Henryk,2023-06-02,m4a,710.400000,Rodzice Henryk 2023-06-02 Życzenia od dziadków na dzien dziecka.docx,Rodzice Henryk 2023-06-02 Życzenia od dziadków na dzien dziecka.txt,Rodzice Henryk 2023-06-02 Życzenia od dziadków na dzien dziecka.json
2023/Henryk 2023-06-03 Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia.m4a,Henryk 2023-06-03 Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia.m4a,Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia,Henryk,2023-06-03,m4a,1330.526621,Henryk 2023-06-03 Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia.docx,Henryk 2023-06-03 Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia.txt,Henryk 2023-06-03 Tatuś opowiada o podróży z Polski do Arabii  a Królik ogłasza Ryzolucję w sprawie Krzysia.json
2023/Henryk 2023-06-04 Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję.m4a,Henryk 2023-06-04 Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję.m4a,Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję,Henryk,2023-06-04,m4a,1251.328000,Henryk 2023-06-04 Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję.docx,Henryk 2023-06-04 Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję.txt,Henryk 2023-06-04 Tatuś opowiada o tym co to jest Tydzień a Kłapouchy recytuje Poemat i Krzyś otrzymuje Ryzolucję.json
2023/Henryk 2023-06-06 Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca.m4a,Henryk 2023-06-06 Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca.m4a,Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca,Henryk,2023-06-06,m4a,1089.664000,Henryk 2023-06-06 Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca.docx,Henryk 2023-06-06 Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca.txt,Henryk 2023-06-06 Tatuś opowiada o Restauracji i Grze Planszowej a Puchatek i Krzyś udają się do Zaczarowanego Miejsca.json
2023/Henryk 2023-06-08 Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu.m4a,Henryk 2023-06-08 Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu.m4a,Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu,Henryk,2023-06-08,m4a,1029.632000,Henryk 2023-06-08 Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu.docx,Henryk 2023-06-08 Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu.txt,Henryk 2023-06-08 Tata opowiada o Skarbie dla Henryczka a Krzyś żegna się z Puchatkiem w Zaczarowanym Miejscu.json
2023/Henryk 2023-06-10 Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta.m4a,Henryk 2023-06-10 Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta.m4a,Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta,Henryk,2023-06-10,m4a,1430.485333,Henryk 2023-06-10 Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta.docx,Henryk 2023-06-10 Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta.txt,Henryk 2023-06-10 Tatuś przyjechał Cię zobaczyć a Smok Antoni i Wincenty Smok poznają Smoka Zygmunta.json
2023/Henryk 2023-06-12 Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady.m4a,Henryk 2023-06-12 Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady.m4a,Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady,Henryk,2023-06-12,m4a,857.002086,Henryk 2023-06-12 Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady.docx,Henryk 2023-06-12 Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady.txt,Henryk 2023-06-12 Tata jest w drodze do Warszawy a Żaba wybiera sie ze smokami na Zwiady.json
2023/Henryk 2023-06-14 Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę.m4a,Henryk 2023-06-14 Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę.m4a,Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę,Henryk,2023-06-14,m4a,1231.307755,Henryk 2023-06-14 Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę.docx,Henryk 2023-06-14 Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę.txt,Henryk 2023-06-14 Tata opowiada o muzyce a Smoki spotykają na zwiadach kurę.json
2023/Henryk 2023-06-15 Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać.m4a,Henryk 2023-06-15 Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać.m4a,Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać,Henryk,2023-06-15,m4a,1018.845170,Henryk 2023-06-15 Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać.docx,Henryk 2023-06-15 Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać.txt,Henryk 2023-06-15 Tata opowiada o owocach a smoki udały się nad urwisko by nauczyć się latać.json
2023/Henryk 2023-06-16 Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur.m4a,Henryk 2023-06-16 Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur.m4a,Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur,Henryk,2023-06-16,m4a,1305.152000,Henryk 2023-06-16 Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur.docx,Henryk 2023-06-16 Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur.txt,Henryk 2023-06-16 Tatuś opowiada o tym jak warto popełniać błędy a Smoki budują mur.json
2023/Henryk 2023-06-17 Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem.m4a,Henryk 2023-06-17 Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem.m4a,Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem,Henryk,2023-06-17,m4a,889.408000,Henryk 2023-06-17 Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem.docx,Henryk 2023-06-17 Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem.txt,Henryk 2023-06-17 Tatuś opowiada o malowaniu bawialni a Żaba śni że jest warzywem.json
2023/Henryk 2023-06-19 Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły.m4a,Henryk 2023-06-19 Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły.m4a,Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły,Henryk,2023-06-19,m4a,889.408000,Henryk 2023-06-19 Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły.docx,Henryk 2023-06-19 Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły.txt,Henryk 2023-06-19 Tata opowiada o piasku i polskim morzu a Żaba prosi smoki by ją obudziły.json
2023/Henryk 2023-06-20 Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu.m4a,Henryk 2023-06-20 Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu.m4a,Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu,Henryk,2023-06-20,m4a,1235.139048,Henryk 2023-06-20 Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu.docx,Henryk 2023-06-20 Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu.txt,Henryk 2023-06-20 Tata opowiada o kierunkach geograficznych a Żaba budzi się w końcu.json
2023/Henryk 2023-06-22 Tata opowiada o mapie a Smoki urządzają pranie.m4a,Henryk 2023-06-22 Tata opowiada o mapie a Smoki urządzają pranie.m4a,Tata opowiada o mapie a Smoki urządzają pranie,Henryk,2023-06-22,m4a,769.621333,Henryk 2023-06-22 Tata opowiada o mapie a Smoki urządzają pranie.docx,Henryk 2023-06-22 Tata opowiada o mapie a Smoki urządzają pranie.txt,Henryk 2023-06-22 Tata opowiada o mapie a Smoki urządzają pranie.json
2023/Henryk 2023-06-25 Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach.m4a,Henryk 2023-06-25 Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach.m4a,Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach,Henryk,2023-06-25,m4a,1250.560000,Henryk 2023-06-25 Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach.docx,Henryk 2023-06-25 Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach.txt,Henryk 2023-06-25 Tatuś opowiada o Babusi i Dziadziusiu a Makrauchenia rozpoczęła opowieść o Dinozaurach.json
2023/Henryk 2023-06-27 Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma.m4a,Henryk 2023-06-27 Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma.m4a,Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma,Henryk,2023-06-27,m4a,981.623583,Henryk 2023-06-27 Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma.docx,Henryk 2023-06-27 Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma.txt,Henryk 2023-06-27 Tatuś opowiada o cioci Monice a Makrauchenia opowiada o Dinozaurach i o tym że ich już nie ma.json
2023/Henryk 2023-06-29 Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę.m4a,Henryk 2023-06-29 Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę.m4a,Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę,Henryk,2023-06-29,m4a,961.152000,Henryk 2023-06-29 Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę.docx,Henryk 2023-06-29 Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę.txt,Henryk 2023-06-29 Tata opowiada o prezencie od Henryczka a Rysio Kapustnik zapowiada smokom Niespodziankę.json
2023/Henryk 2023-06-30 Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego.m4a,Henryk 2023-06-30 Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego.m4a,Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego,Henryk,2023-06-30,m4a,1188.928000,Henryk 2023-06-30 Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego.docx,Henryk 2023-06-30 Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego.txt,Henryk 2023-06-30 Tatuś opowiada o rozmowie z ciocią Sylwią a Smoki poznają nowego Tortowego Smoka Urodzinowego.json
2023/Henryk 2023-07-01 Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie.m4a,Henryk 2023-07-01 Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie.m4a,Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie,Henryk,2023-07-01,m4a,831.274376,Henryk 2023-07-01 Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie.docx,Henryk 2023-07-01 Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie.txt,Henryk 2023-07-01 Tatuś spotkał się z wujkiem Michałem przy ognisku a Żaba chce wyglądać pięknie.json
2023/Rodzice Henryk 2023-07-02 Dziadziuś i Babusia opowiadają o kempingu.m4a,Rodzice Henryk 2023-07-02 Dziadziuś i Babusia opowiadają o kempingu.m4a,Dziadziuś i Babusia opowiadają o kempingu,Rodzice Henryk,2023-07-02,m4a,691.840000,Rodzice Henryk 2023-07-02 Dziadziuś i Babusia opowiadają o kempingu.docx,Rodzice Henryk 2023-07-02 Dziadziuś i Babusia opowiadają o kempingu.txt,Rodzice Henryk 2023-07-02 Dziadziuś i Babusia opowiadają o kempingu.json
2023/Henryk 2023-07-04 Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa.m4a,Henryk 2023-07-04 Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa.m4a,Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa,Henryk,2023-07-04,m4a,1277.492245,Henryk 2023-07-04 Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa.docx,Henryk 2023-07-04 Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa.txt,Henryk 2023-07-04 Tatuś robi kwietniki do bawialni a Żaba słucha jak Krokodyl pięknie śpiewa.json
2023/Henryk 2023-07-05 Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie.m4a,Henryk 2023-07-05 Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie.m4a,Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie,Henryk,2023-07-05,m4a,579.008000,Henryk 2023-07-05 Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie.docx,Henryk 2023-07-05 Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie.txt,Henryk 2023-07-05 Tatuś opowiada o bawialni Margolcia którą urządza na wielkie otwarcie.json
2023/Henryk 2023-07-06 Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny.m4a,Henryk 2023-07-06 Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny.m4a,Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny,Henryk,2023-07-06,m4a,1282.453333,Henryk 2023-07-06 Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny.docx,Henryk 2023-07-06 Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny.txt,Henryk 2023-07-06 Tatuś opowiada o otwarciu bawialni w Sobotę a smoki dostają nauszniki z owczej wełny.json
2023/Henryk 2023-07-07 Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę.m4a,Henryk 2023-07-07 Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę.m4a,Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę,Henryk,2023-07-07,m4a,1041.834667,Henryk 2023-07-07 Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę.docx,Henryk 2023-07-07 Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę.txt,Henryk 2023-07-07 Tatuś opowiada o robieniu zamków z piasku a Smoki wyruszają do Krakowa na wycieczkę.json
2023/Henryk 2023-07-08 Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami.m4a,Henryk 2023-07-08 Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami.m4a,Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami,Henryk,2023-07-08,m4a,1114.093424,Henryk 2023-07-08 Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami.docx,Henryk 2023-07-08 Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami.txt,Henryk 2023-07-08 Tatuś opowiada o odwiedzinach Henryczka i jakie są miejsca wokół Warszawy a Żaba tęskni za smokami.json
2023/Henryk 2023-07-10 Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa.m4a,Henryk 2023-07-10 Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa.m4a,Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa,Henryk,2023-07-10,m4a,1334.961633,Henryk 2023-07-10 Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa.docx,Henryk 2023-07-10 Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa.txt,Henryk 2023-07-10 Tatuś opowiada o gwiazdach i planetarium a smoki opowiadają o wycieczce do Krakowa.json
2023/Henryk 2023-07-12 Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu.m4a,Henryk 2023-07-12 Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu.m4a,Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu,Henryk,2023-07-12,m4a,1113.514667,Henryk 2023-07-12 Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu.docx,Henryk 2023-07-12 Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu.txt,Henryk 2023-07-12 Tatuś opowiada o tym jak był baristą a smoki rozmawiają o zimowaniu.json
2023/Henryk 2023-07-14 Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania.m4a,Henryk 2023-07-14 Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania.m4a,Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania,Henryk,2023-07-14,m4a,1245.889887,Henryk 2023-07-14 Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania.docx,Henryk 2023-07-14 Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania.txt,Henryk 2023-07-14 Tatuś opowiada o jutrzejszych zawodach łuczniczych a Smoki przygotowują jaskinię do zimowania.json
2023/Henryk 2023-07-15 Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci.m4a,Henryk 2023-07-15 Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci.m4a,Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci,Henryk,2023-07-15,m4a,1147.205079,Henryk 2023-07-15 Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci.docx,Henryk 2023-07-15 Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci.txt,Henryk 2023-07-15 Tatuś opowiada o strzelaniu z łuku i kajakach a Miś Uszatek odnajduje dzieci.json
2023/Rodzice Henryk 2023-07-16 Dziadkowie opowiadają Henryczkowi o swojej wycieczce.m4a,Rodzice Henryk 2023-07-16 Dziadkowie opowiadają Henryczkowi o swojej wycieczce.m4a,Dziadkowie opowiadają Henryczkowi o swojej wycieczce,Rodzice Henryk,2023-07-16,m4a,540.416000,Rodzice Henryk 2023-07-16 Dziadkowie opowiadają Henryczkowi o swojej wycieczce.docx,Rodzice Henryk 2023-07-16 Dziadkowie opowiadają Henryczkowi o swojej wycieczce.txt,Rodzice Henryk 2023-07-16 Dziadkowie opowiadają Henryczkowi o swojej wycieczce.json
