path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
2023/Henryk 2023-07-17 Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół.m4a,Henryk 2023-07-17 Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół.m4a,Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół,Henryk,2023-07-17,m4a,1300.245333,Henryk 2023-07-17 Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół.docx,Henryk 2023-07-17 Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół.txt,Henryk 2023-07-17 Tatuś opowiada o podróży do Wiednia a Miś Uszatek poznaje nowych przyjaciół.json
2023/Henryk 2023-07-19 Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza.m4a,Henryk 2023-07-19 Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza.m4a,Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza,Henryk,2023-07-19,m4a,1146.389333,Henryk 2023-07-19 Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza.docx,Henryk 2023-07-19 Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza.txt,Henryk 2023-07-19 Tatuś opowiada o przyjaciołach w Wiedniu a Miś Uszatek szuka Mroza.json
2023/Henryk 2023-07-20 Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka.m4a,Henryk 2023-07-20 Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka.m4a,Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka,Henryk,2023-07-20,m4a,1260.704218,Henryk 2023-07-20 Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka.docx,Henryk 2023-07-20 Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka.txt,Henryk 2023-07-20 Tatuś opowiada o bałkanach a Miś Uszatek żegna Bałwanka.json
2023/Henryk 2023-07-22 Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana.m4a,Henryk 2023-07-22 Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana.m4a,Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana,Henryk,2023-07-22,m4a,954.666667,Henryk 2023-07-22 Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana.docx,Henryk 2023-07-22 Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana.txt,Henryk 2023-07-22 Tatuś jest z przyjaciółmi na kempingu a Miś Uszatek dostaje wiadomość od Bociana.json
2023/Henryk 2023-07-24 Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu.m4a,Henryk 2023-07-24 Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu.m4a,Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu,Henryk,2023-07-24,m4a,1313.576054,Henryk 2023-07-24 Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu.docx,Henryk 2023-07-24 Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu.txt,Henryk 2023-07-24 Tatuś opowiada o parku Dinozaurów a Miś Uszatek próbuje urosnąć na deszczu.json
2023/Henryk 2023-07-25 Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki.m4a,Henryk 2023-07-25 Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki.m4a,Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki,Henryk,2023-07-25,m4a,1197.376000,Henryk 2023-07-25 Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki.docx,Henryk 2023-07-25 Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki.txt,Henryk 2023-07-25 Tatuś opowiada jak jechałby z Henryczkiem na rowerze a Miś Uszatek cieszy się z haftowanej koszulki.json
2023/Henryk 2023-07-27 Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka.m4a,Henryk 2023-07-27 Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka.m4a,Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka,Henryk,2023-07-27,m4a,1091.407528,Henryk 2023-07-27 Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka.docx,Henryk 2023-07-27 Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka.txt,Henryk 2023-07-27 Tatuś opowiada o naprawie ekspresu do kawy a Miś Uszatek poznaje Prosiaczka.json
2023/Henryk 2023-07-29 Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka.m4a,Henryk 2023-07-29 Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka.m4a,Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka,Henryk,2023-07-29,m4a,750.506667,Henryk 2023-07-29 Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka.docx,Henryk 2023-07-29 Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka.txt,Henryk 2023-07-29 Tatuś opowiada o żłobku a Miś Uszatek gości Prosiaczka.json
2023/Henryk 2023-07-30 Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem.m4a,Henryk 2023-07-30 Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem.m4a,Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem,Henryk,2023-07-30,m4a,1282.624000,Henryk 2023-07-30 Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem.docx,Henryk 2023-07-30 Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem.txt,Henryk 2023-07-30 Tatuś opowiada o urodzinach Anastazji a Miś wyruszył w podróż pociągiem.json
2023/Henryk 2023-07-31 Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku.m4a,Henryk 2023-07-31 Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku.m4a,Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku,Henryk,2023-07-31,m4a,1144.320000,Henryk 2023-07-31 Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku.docx,Henryk 2023-07-31 Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku.txt,Henryk 2023-07-31 Tatuś opowiada o Prezentacji i Wyklejankach a Miś Uszatek udaje się do cyrku.json
2023/Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1.m4a,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1.m4a,Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1,Henryk,2023-08-02,m4a,1427.864671,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1.docx,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1.txt,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół 1.json
2023/Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół.m4a,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół.m4a,Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół,Henryk,2023-08-02,m4a,1427.864671,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół.docx,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół.txt,Henryk 2023-08-02 Tatuś opowiada o spotkaniu z wujkiem Mungo a Miś Uszatek wraca do Przyjaciół.json
2023/Henryk 2023-08-03 Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo.m4a,Henryk 2023-08-03 Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo.m4a,Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo,Henryk,2023-08-03,m4a,1280.810667,Henryk 2023-08-03 Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo.docx,Henryk 2023-08-03 Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo.txt,Henryk 2023-08-03 Tatuś opowiada o wielkim sprzątaniu a Miś Uszatek odkrywa echo.json
2023/Henryk 2023-08-04 Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc.m4a,Henryk 2023-08-04 Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc.m4a,Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc,Henryk,2023-08-04,m4a,1180.874014,Henryk 2023-08-04 Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc.docx,Henryk 2023-08-04 Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc.txt,Henryk 2023-08-04 Tatuś opowiada o nauce każdego dnia a Miś Uszatek śni o wyprawie na księżyc.json
2023/Henryk 2023-08-06 Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę.m4a,Henryk 2023-08-06 Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę.m4a,Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę,Henryk,2023-08-06,m4a,1285.162667,Henryk 2023-08-06 Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę.docx,Henryk 2023-08-06 Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę.txt,Henryk 2023-08-06 Tata opowiada o pogodzie w górach a Miś Uszatek wyrusza na wędrówkę.json
2023/Rodzice Henryk 2023-08-06 Dziadkowie opowiadają o zalewie Sulejowskim.m4a,Rodzice Henryk 2023-08-06 Dziadkowie opowiadają o zalewie Sulejowskim.m4a,Dziadkowie opowiadają o zalewie Sulejowskim,Rodzice Henryk,2023-08-06,m4a,536.128000,Rodzice Henryk 2023-08-06 Dziadkowie opowiadają o zalewie Sulejowskim.docx,Rodzice Henryk 2023-08-06 Dziadkowie opowiadają o zalewie Sulejowskim.txt,Rodzice Henryk 2023-08-06 Dziadkowie opowiadają o zalewie Sulejowskim.json
2023/Henryk 2023-08-08 Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana.m4a,Henryk 2023-08-08 Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana.m4a,Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana,Henryk,2023-08-08,m4a,1316.416000,Henryk 2023-08-08 Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana.docx,Henryk 2023-08-08 Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana.txt,Henryk 2023-08-08 Tatuś opowiada o swoim pierwszym tygodniu nowej pracy a Miś Uszatek zirytował Bociana.json
2023/Henryk 2023-08-10 Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie.m4a,Henryk 2023-08-10 Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie.m4a,Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie,Henryk,2023-08-10,m4a,1209.472000,Henryk 2023-08-10 Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie.docx,Henryk 2023-08-10 Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie.txt,Henryk 2023-08-10 Tatuś opowiada o chorym Henryczku i kolorowych zupkach a Miś Uszatek śpi w hamaku w lesie.json
2023/Henryk 2023-08-12 Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną.m4a,Henryk 2023-08-12 Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną.m4a,Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną,Henryk,2023-08-12,m4a,1106.410667,Henryk 2023-08-12 Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną.docx,Henryk 2023-08-12 Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną.txt,Henryk 2023-08-12 Tatuś opowiada o tym jak zajmowałby się chorym Henryczkiem a Miś Uszatek zbiera się w podróż powrotną.json
2023/Henryk 2023-08-13 Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom.m4a,Henryk 2023-08-13 Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom.m4a,Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom,Henryk,2023-08-13,m4a,1271.146667,Henryk 2023-08-13 Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom.docx,Henryk 2023-08-13 Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom.txt,Henryk 2023-08-13 Tatuś spędza czas z przyjaciółmi w Sierakowie a Miś Uszatek opowiada o swoich przygodach przyjaciołom.json
2023/Henryk 2023-08-14 Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza.m4a,Henryk 2023-08-14 Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza.m4a,Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza,Henryk,2023-08-14,m4a,1258.282667,Henryk 2023-08-14 Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza.docx,Henryk 2023-08-14 Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza.txt,Henryk 2023-08-14 Tatuś opowiada o zbieraniu kasztanów i żołędzi a Miś Uszatek znowu spotyka Świerszcza.json
2023/Henryk 2023-08-15 Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową.m4a,Henryk 2023-08-15 Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową.m4a,Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową,Henryk,2023-08-15,m4a,1201.194667,Henryk 2023-08-15 Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową.docx,Henryk 2023-08-15 Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową.txt,Henryk 2023-08-15 Tata opowiada o Szwecji i krówkach a Miś Uszatek udaje się na zabawę karnawałową.json
2023/Henryk 2023-08-17 Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep.m4a,Henryk 2023-08-17 Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep.m4a,Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep,Henryk,2023-08-17,m4a,1235.669333,Henryk 2023-08-17 Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep.docx,Henryk 2023-08-17 Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep.txt,Henryk 2023-08-17 Tatuś opowiada o robotach i o krówkach i mleczku a Miś Uszatek bawi się w sklep.json
2023/Henryk 2023-08-18 Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe.m4a,Henryk 2023-08-18 Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe.m4a,Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe,Henryk,2023-08-18,m4a,622.677333,Henryk 2023-08-18 Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe.docx,Henryk 2023-08-18 Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe.txt,Henryk 2023-08-18 Tatuś opowiada o wyjeździe w góry z przyjaciółmi a Miś Uszatek pokazuje przyjaciołom gwiazdki śniegowe.json
2023/Henryk 2023-08-20 Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg.m4a,Henryk 2023-08-20 Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg.m4a,Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg,Henryk,2023-08-20,m4a,1237.354667,Henryk 2023-08-20 Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg.docx,Henryk 2023-08-20 Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg.txt,Henryk 2023-08-20 Tatuś opowiada o górach a Miś Uszatek bawi się z przyjaciółmi w pociąg.json
2023/Henryk 2023-08-22 Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę.m4a,Henryk 2023-08-22 Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę.m4a,Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę,Henryk,2023-08-22,m4a,1226.624000,Henryk 2023-08-22 Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę.docx,Henryk 2023-08-22 Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę.txt,Henryk 2023-08-22 Tatuś opowiada o słoneczku i cieniu a Miś Uszatek śpiewa kołysankę.json
2023/Rodzice Henryk 2023-08-23 Wiadomość od babci.m4a,Rodzice Henryk 2023-08-23 Wiadomość od babci.m4a,Wiadomość od babci,Rodzice Henryk,2023-08-23,m4a,817.856000,Rodzice Henryk 2023-08-23 Wiadomość od babci.docx,Rodzice Henryk 2023-08-23 Wiadomość od babci.txt,Rodzice Henryk 2023-08-23 Wiadomość od babci.json
2023/Henryk 2023-08-24 Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki.m4a,Henryk 2023-08-24 Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki.m4a,Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki,Henryk,2023-08-24,m4a,1169.557333,Henryk 2023-08-24 Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki.docx,Henryk 2023-08-24 Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki.txt,Henryk 2023-08-24 Tatuś opowiada o rodzinie i przyjaciołach a Miś Uszatek robi wiosenne porządki.json
2023/Henryk 2023-08-25 Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem.m4a,Henryk 2023-08-25 Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem.m4a,Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem,Henryk,2023-08-25,m4a,1031.808000,Henryk 2023-08-25 Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem.docx,Henryk 2023-08-25 Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem.txt,Henryk 2023-08-25 Tatuś opowiada o Henryczkowych zabawach w żłobku a Miś jedzie czerwonym samochodzikiem.json
